,reviews,compound,sentiment
448,lose case take week locate still reply week business class flight schedule dec manchester copenhagen bangkok return flight dec bangkok stockholm manchester sa airline leave manchester hour late due weather air traffic control arrive copenhagen get connecting flight bangkok minute late flight go half plane miss sas airline provide new itinerary day copenhagen sa london ba dubai emirates bangkok return copenhagen london collected boarding pas ba hour late leave london due weather passenger ask leave flight arrive dubai late inform flight go emirate inform speak thai air get another flight issue spent hour phone thai air nobody pick phone speak thai air dubai inform alternative flight suggest buy new ticket claim fund back later pay kuwait airways flight dubai kuwaiti bangkok whilst dubai check kuwait airline regard baggage inform arrive london would locate forward bangkok address following day baggage never arrive despite complete lose baggage form arrive back home yesterday inform ba find bag london,-0.4664,Negative
449,incoming outgo flight delay french air traffic controller strike rout germany ba fault arrival pilot announce could pull onto stand ground crew show turn automatic last metre guidance take around minute find someone delay ground staff operate skybridge tell trap plane hour within metre gate total disruption waste time absolutely excuse,-0.9243,Negative
450,back december family get onto plane refuse even though board pass seat allocate book month advance refuse turn someone turn work let passenger plane quite randomly people select turn away select check luggage easy boot u despite know circumstance connect flight london etc seek compensation ba tell could absolute nightmare process acknowledge complaint family authorisation letter say could act behalf even though book pay ticket upload authorisation letter less time every time tell receive every time follow tell way except post australia uk office eventually finally go chase reimbursement four time time tell send patient today tell need check account detail send information wait patiently reimbursement convince business model get frustrated go away well know win,0.1027,Positive
451,usual flight delay week already hour hold bus wait get take plane really explain much detest british airway cheap budget airline could accept premium price unreliable service,0.0772,Positive
452,short ba euro trip ba excel clean aircraft good crew professional time within lhr standard good value product deliver pity flight food sale bit exciting appeal ask non existent hot food option good overall check self service great know use plenty assistance hand,0.9753,Positive
453,fly business class flight premium economy balance addition plane ticket pay additional pp seat ba change plane arbitrarily put u separate seating area wife sit together want charge one u additional seat next move seat away pay change plane decision u sit together even fly yet airline horrible,-0.6124,Negative
454,australia friday night go online book flight heathrow malpensa milan realise specifically search flight malpensa offer option airport milan receive itinerary email another airport milan itinerary email provide mean contact change advise hour cool period weekend unable reach office monday advise refund fee miss hour cool period apparently ticket issue uk need contact cancel ticket go way future avoid fly british airway,-0.0258,Neutral
455,day travel whilst drive london heathrow receive email advise flight cancel offer alternative flight american airline alternative accept must travel today fly la see family member end life american airline desk downgrade cabin premium economy economy tried time ba provide telephone number total useless help give wrong email address send complains give email ba frequent flyer decade loyal customer find travel hour economy without even possibility refund let alone upgrade completely unacceptable happen company well treatment ryanair,-0.6133,Negative
456,would happily fly personal emergency allow reschedule flight free charge onboard service lhr ist frill jfk lhr impeccable good food lot movie cd ife open bar service entire flight friendly flight attendant always happy provide extra drink snack,0.9432,Positive
457,flew premium worth extra money bit extra room penny pinch mean benefit one drink service hour flight fizz offer take poor food boarding badly organise food left table min land tea coffee offer small cup water pass around nothing premium new plane decorate terribly feel like dentist wait room devoid personality joy fly option fly premium expensive seriously worth much economy day especially middle,0.1531,Positive
458,first morning flight cancel move afternoon flight understand sometimes situation unavoidable however lose u one day experience cairo quite upset get onto plane squash regular seat flight husband spasm stretch leg across lap attendant ask okay clearly struggle service come u food choice make tell settle leave correct thing home sent complaint respond pound voucher group,-0.7713,Negative
459,although bit uncomfortable flight economy flight attendant make flight best possibly could nice professional crew attentive look customer,0.6597,Positive
460,boarding decently organise still rather strange configuration club world neighbour sit opposite position nearly full rather poor amenity bag welcome drink ok rather long wait aperitive make pantry meal ok great aside champagne european wine flight service friendly rather slow spontaneous refill drink offer acceptable continental style breakfast extremely narrow restroom without lotion similar acceptable experience nothing land minute wait luggage label priority,0.9069,Positive
461,board time departure time flight london heathrow ok rather narrow seat business light meal caesar salad mousse sweet choice drink nothing wrong short flight fa friendly land time,0.8736,Positive
462,original flight cancel week actual flight although alternative flight available british airway affect trip plan feel like ba favour passenger rather pay deliver service,0.6486,Positive
463,delay change poor communication british airway sell premium price flight ticket deliver good low cost airline customer service impossible contact seem ba try hard hide possible email communication address available,-0.6908,Negative
464,competent check staff saw problem left arm insist could take exit seat move row middle seat empty hand board huge line toilet min min flight crew member realise one toilet close crew put luggage announce could serve hot drink flight bear service slow ask give u enough cup hot drink card machine work fill credit card slip bottle water nutrigrain bar,0.7096,Positive
465,check slow self check bag drop boarding ok flight totally full book row ok space overhead bin seat legroom ok cabin crew ok smile give bottle water pretzel flight ok landed min early wait minute stand ground crew bag come reasonably quickly ba still seem believe something special premium carrier reality reason fly ba get virtually free ticket flight cancel last year ba carrier last choice,0.9246,Positive
466,review relate appalling experience british airway th february due travel madrid british airway set heard radio flight delay look heathrow airport website saw flight cancel result information website call british airway minute hold find speak somebody call centre south africa person hard understand due heavy accent incompetent insist flight cancel make way heathrow sure enough flight indeed cancel woman question audacity declare flight cancel facility airport rebook refuse let people join queue clearly marked assistance desk woman one colleague give card telephone number tell one rather elderly gentleman go online rebook seat visually impaired find attitude ba employee appal call number card employee give long queue call centre person pick phone keep wait minute declare flight cancel airport must wrong flippant tone say inform flight indeed cancel would go speak iberia customer service heathrow rebook take elderly gentleman iberia counter staff member roll eye disgust say nothing iberia return ba time join check line tell check agent happen man question book onto next available flight within matter minute give voucher form compensation say could add frequent flyer number partner airline voucher prove useless afraid various shop predepature area refuse accept although tell could use clear security none shop would accept aboard new flight service minimal tiny bottle water packet pretzel nothing else available full flight many people transfer cancelled flight ba cabin crew announce additional item small bottle water pretzel order via skyshop,-0.9484,Negative
467,first time fly ba pleasantly surprised islamabad via doha comfortable crew great friendly helpful second flight operate qatar airway doha islamabad return journey direct ba flight kg luggage allowance really generous stop hassle connect flight crew flight really nice let ba food really nice ife could content really huge issue,0.9804,Positive
468,lot cancellation delay one apologize edinburgh london feb th original flight cancel rebooked one cancel well third rebooked one suppose departure several delay wait minute luggage arrive,-0.4215,Negative
469,ba boarding delay due late arrival incoming flight communication ground staff excellent keep u inform flight service excellent crew friendly excellent service overall happy ba,0.9493,Positive
470,first flight year also first time back england year fly pmi lgw return wizz air easyjet offer inconvenient flight time charge flight worth baggage british airway convenient best value option available offer ideal flight time charge per flight baggage reasonable total cost flight regular update information via email seamless online seat allocation check efficient staff check desk pmi lgw ensure long queue dealt quickly humanly possible immaculate aircraft comfortable leather seat adequate legroom tall cabin crew polite friendly professional flight food drink good quality reasonably price enjoy meat ploughman ipa beer total flight fly time last year different airline various propeller jet aircraft well one lgw lhr helicopter transfer fly totally different experience back day age budget airline nostalgia aside british airway best airline fly,0.9869,Positive
471,husband fly madrid rd february legal matter madrid pm book flight car ba holiday unfortunately choose parking never use get lose miss flight madrid try stay calm cold head go british airway get help first lady speak ask booking ba holiday know give u number call tell u anything else call number call number ask u call another number message opening hour till pm go back lady explain wait tell u could anything reach another staff lovely young lady call althea start look make several call go check someone else office manage get someone send text message call get answer lovely lady line modify booking place u following flight charge u car reservation flight back maintain make madrid without support lovely althea professionalism care u would make sweet care time determine help sure go beyond role responsibility,0.9803,Positive
472,organised boarding process really friendly crew quick drink snack great experience crew credit ba best crew europe,0.9371,Positive
473,outward journey ba london buenos aire club world january experience poor begin end although reserve seat f j another passenger occupy f crew make attempt address problem eventually persuade passenger move occupy designated seat board punctually offer drink ask drink crew member say late blame seating problem crew member begin take order dinner write give minute safety brief ask u repeat order later hot flannel smell musty felt old rag one crew wonder aloud whether companion related soup cold tell serve flask explanation excuse coffee weak taste like instant granule companion initially serve bread roll dinner breakfast menu state selection roll pastry choice companion give dried fruit pastry would choose bread roll although previously ask offer supply seat small bottle water run return journey ba buenos air london heathrow world traveller plus january huge contrast warm welcome board crew professionalism throughout poor reflection club world service experience world traveller plus much good kinder weigh advantage flat bed considerable price difference worth pay catalogue error inconvenience outline,-0.1119,Negative
474,check agent lhr helpful friendly flight crew seat comfortable good leg room however food poor barely good economy class poor quality limited selection wine flight entertainment selection limited far inferior ba use offer overall premium economy product disappointing poor value money,0.2516,Positive
475,disappointing book ba fly day return flight pm cancel replace flight pm take hour late meaning arrive gatwick well midnight onward transport connection pay taxi home plus seat really snug knee hit seat front ba trade name customer service reliability deteriorate ryanair good aircraft take slot,-0.1531,Negative
476,excellent service ground board first class product might lead edge service around entire experience well worth cost ticket concorde room heathrow well manage great place relax prior trip flight slightly delay heathrow arrive schedule johannesburg,0.9299,Positive
477,good lounge cape town time departure drink high quality sound dinner service breakfast reasonable arrival lounge good shower cold,0.7003,Positive
478,really excellent journey lounge overcrowd late afternoon plenty edible food easy board new club world suit great compare last travel year ago food drink back previous standard choice individual wine rather bland blend course serve individually cut glass china beef cheek really tasty surprisingly good soup crew excellent good choice movie breakfast good night sleep fruit etc first manage full english offer arrival time could want quite gulf standard overall ba seem eventually get business class back standard,0.9759,Positive
479,flight one bad ever life want pamper buy business class look forward new experience mention chaos change gate several time thing may happen surprise lack attention passengers flight delay almost hour even though staff offer voucher idea get tell minute use board already begin firstly see anyone voucher secondly even get able use finally get airport another wait minute cross check meantime tell due problem load food flight without food board food offer give everyone plane small bag nut business class passenger offer drink business class contain small glass juice receive apology compensation company disgraceful cheap service expensive price,-0.8979,Negative
480,seem race bottom amongst airline cannot even check ba require submission document covid restriction however form start submission process hopelessly break click submit form hang forever error message give try three different browser three different device hang mean cannot check online select seat try use chat bot minute click try think donate enough time ba,-0.7906,Negative
481,spanish bear individual living england use british airway decade multiple time year th january book flight son go alicante however inform th january doctor unable fly due elbow operation result decide give ticket daughter call customer service team british airway make change th january take enquiry call seem speech delay call present small bit difficulty however also struggle understand support staff member top delay request change name one ticket daughter name tell within policy would need cancel ticket rebook encourage divide booking son two different book reference number accept ask would like cancel booking insist would need know total refund lucky ask check inform would roughly total cost booking come per passenger leave refund total less value purchase despite seat abandon accord ba policy entitle simple change name less refund even buy ticket right back phone probably money worth week ago,0.858,Positive
482,rather empty quiet flight tel aviv friendly cabin crew due emptiness flight entire row allow work easily much space require unfortunately upon land break overheat wait fire crew cool delay u otherwise overall excellent flight ba part first time fly flight actually take correct time,0.4019,Positive
483,easy check staff member polite helpful make specific point acknowledge loyalty ba security london fast gallery north fine shower good organised flight board plane fine good crew new club world product wife damage storage area otherwise ok take good drink food service well run slept well time arrival find new seat design harder sleep,0.9723,Positive
484,silver flyer book flight ba dublin would think could use lounge even though ba use air lingus flight travel recently situation allow kind gentleman desk even though say gold really accommodate big deal two lady desk like empathy say guy let word come ba book flight make fly air lingus let use lounge silver flier,0.7783,Positive
485,find ba incredibly tacky constantly look way get money customer travel use major airline whole life although know sound silly hour flight major airline expect form beverage snack curtesy port charge phone pay insane price luggage inflight entertainment aircraft snug challenge pay drink inflight entertainment tell short haul fight sister meet cairo hour half flight fly egyptair somehow received luggage allowance drink food inflight entertainment well usb port charge phone ba realise stand budget airline staff great get money much,0.836,Positive
486,flew atl lhr th jan unlucky enough board year old refit give decent ife screen seat look decent although combine ife cheap nasty earbuds movie ruin headrest great pity little padding use seat wife uncomfortable leg room general poor especially passenger keep seat recline start finish zero room aircraft tire rubber spacers fall silicone sealer fall apart toilet toilet seat old stain rubber arm rest hang post take drink snack offer meal send couple hour poor chicken cube remind dog food mash potato purify within inch life stale rock hard roll salad rice carrot dry cracker cheese kid meal sad tiny leaf salad enough dressing refloat shipwreck coffee creamer give kid meal snack decent adult bagel cheese egg hot tasty kid snack green wrap spinach onion poor mix food ba service grunt cram seat hour land remote stand endure bus terminal ba opinion terrible flight disappointing one great member cabin crew everything else average,-0.9686,Negative
487,great thing british airway economy section upstairs get allow small stowage cupboard window seat despite old looked tired inside broken side stowage seat recline uncontrollably slow react ife food suppose christmas dinner wafer thin bit dry turkey cook sprout cubed potato poor taste quality mousse desert great though slight issue snack meal order child option mark regular meal arrive well exactly ask crew member tell difference sticker box staff ok couple decent mostly ok overall ba seem tad cheap day great sit upstairs enjoyment end seem bit dull like ba average airline,0.9502,Positive
488,staff friendly plane cold shiver give light blanket enough meal basic entertainment basic luggage delay today day ba staff phone say call hour track system vague extract information staff arrive vancouver jan nd offer collect baggage vague answer call airport ask ba phone number yvr say phone number call call main airport policy state make claim day,0.5423,Positive
489,probably bad business class experience ever airline issue require purchase seat international club world business class make know ticket purchase process cost additional single leg lhr lax family four give strange business class seat layout ba leave seat selection change could disastrous family ridiculously long board time even small aircraft vie lhr leg boarding time minute long lead delayed departure urgency part staff speed boarding time severe overcrowd boarding area satellite c terminal heathrow board staff would allow passenger enter rope queue area board idea crowding extreme overall boarding area far small believe satellite design build first deliver online check advance flight appear completely broken urge repeatedly ba website via email text upload covid document even though end covid document require travel fill basic contact information website upload covid documentation inform several hour later covid document verify receive another text message urge upload covid documentation vie lhr leg shop ba com page one direct attempt connect wifi plane indicate ridiculously incorrect remain flight time six hour four hour land ba lounge club europe club world heathrow often seriously overcrowded furniture carpeting finish club worn dirty say food lounge pretty good quality food quality ba lounge heathrow may redeeming thing airline onboard food beverage service far average international business class terrible one might say lhr lax leg pre meal beverage service mid flight beverage service unlike business class offering airline take meal order flight attendant beginning flight meal bring haphazardly shortly take chicken fish type meal selection similar economy class coffee tea service meal food quality poor pre land snack ploughman lunch downright disgust beverage bar set galley area beverages available passenger flight standard international business class offering even bottle water seem hide away require one ask flight attendant water win comment bizarre seating layout others rightly pan awkwardness extremely poor design seat seat long state ba website find seat short height priority luggage tag follow baggage delivery,-0.9852,Negative
490,definitely recommend especially business class seat ridiculous small food mediocre good luck internet even pay full internet entire flight service however great attendant save cry know design aircraft expensive business class order move middle seat go bathroom must rudely climb person leg sit aisle seat seat like enclosed tiny cubicle storage space unfortunately travel british airway business class least time within last month never unless choice way business class lounge south heathrow cattle pen,0.8519,Positive
491,ba shuttle service across uk still surprisingly good product compare ba long haul always get best comment time reasonable price work well fresh crew queue long distance walk know still offer covid style bottle water snack stretch cup tea snack would great add service currently line sky cafe fiddly work get connect short trip,0.9501,Positive
492,must admit like many others tend avoid ba long haul possible due many poor review first ride ba day exception say aircraft immaculate economy seat really comfortable ife work interest anyway get map screenshot lunch poor quality plenty nice white wine alcoholic drink make cabin crew pleasant poor groom let skirt trouser suit long sleeve short jacket waistcoat cardigan time could well think baggage delivery really quick sum well still come back ba yet maybe old charm return soon,0.8923,Positive
493,ba update business class cabin across much travel face backwards cabin staff pass food tray across front passenger pay business class fare pay reserve specific seat antiquated idea cabin staff fine food acceptable check ok business lounge breakfast acceptable lack space seating area small screen disfunctional entertainment equipment disappoint step recline passenger foot attractive,0.7579,Positive
494,pay day flight upgrade economy premium economy checkin could find book little wait ring someone explain upgrade get delete system checkin agent see take minute resolve seat nice enough stowage pocket front bit small food reasonably nice shame bathroom way back economy bit queue ife system good selection mediocre bad part flight cpt remote stand buss passport control quickly take absolute age get luggage ruin would otherwise reasonable flight upgrade worth maybe long flight offer whatever premium economy comedy price score luggage fiasco would luggage fiasco rate,-0.5994,Negative
495,ba website work weirdly deleted flight upcoming flight day departure chaos cape town airport hundred queue computer chaos gate queue management premium passenger nice new smart new club suite champagne warm cabin crew say impossible serve cold true air france manage disappointing meal wine serve late food finish time arrive cheese ice cold tasteless champagne white wine fridge use cheese good ife system mediocre film selection disappoint breakfast overall fly air france business month way well sad become ba,-0.25,Negative
496,absolutely terrible experience british airway short flight london heathrow frankfurt get suitcase time next flight cathay pacific melbourne despite hour gap two flight tell would arrange suitcase transfer directly melbourne instead get hong kong leave finally track send back london happen christmas stressful yet minimal communication team plane crew may lovely service outside nothing short dreadful give option avoid fly future,-0.438,Negative
497,vancouver delhi via london book fly vancouver new delhi via london heathrow dec nd receive email dec th inform u industrial action uk call find may impact travel representative kind scared u possibly strand travel offer u full refund call confirm option offer solution ask cancel ticket tell u cancellation fee book new ticket another airline double cost trip urgent simultaneously tell u longer cancel ticket system promise u make happen tell u would get full refund process cancellation hour later email u ticket cancel suggest cancel new ticket find another airline lose cancel new ticket representative claim never say win service available ask u worry industrial action arrangement make issue new information never give u keep british airway ticket next day ask speak manager report misguide whole situation never hear back manager log check hour take find van lhr flight cancel due bad weather vancouver receive email airport airline change call ba ask rearrangement flight offer rebooking additional per person price difference date offer day original flight suppose leave additionally cancel rest flight could reach since first flight cancel pay cancellation fee get refund frustrate overall experience accommodation accountability want charge u service change possible phone hour flight could book get sell customer service person would take minute real search question option ask frustrating experience lose time money ruin holiday completely demand speak manager want take accountability team give u small discount cancellation fee total phone day back forth without resolution felt misguide misinform unfair policy towards customer feel take care pay price misinformation flight cancel trouble spend christmas without family miss urgent reason travel,-0.9859,Negative
498,old narrow pitch flight perfectly time constant announcement cockpit friendly staff free chip water quick luggage delivery,0.8934,Positive
499,another ba shamble start well excellent check first mid afternoon avoid early morning even scrum concorde lounge excellent service great choice cocktail wine etc food ok bit overcooked pretty reasonable call boarding gate chaos people jostle position get plane people child call people first bankroll flight well get tell none light first dim light night like detain interrogate excellent wine champagne selection dinner menu hand prawn cocktail start please win loaded one people guy get bet felt like win lottery ok beef wellington basically freezing slice beef lettuce main curry win substitute christmas dinner go maldives get away christmas end short rib inedible salad starter water offer bread roll eat basically husband spend return seat blind light leave starve apology watch ba virgin start fly direct october always rest laurel treat customer like idiot,0.9885,Positive
500,ba cancel flight home heathrow dec th face sensible weather iceland appal however acceptable flight cancel hour take time time already struggle dreadful driving condition get airport get nowhere near condition become bad take advice would spar everyone need try travel road end closed book onto flight st downgrade sin check today type cancel flight th despite road keflav k close check thing help ba offer really,-0.9062,Negative
501,ba cancel flight home last flight day heathrow try push onto another flight london city hour later car heathrow want try cross london late night public transport luggage especially rail strike announce around time book flight home lufthansa cost economy seat least get home heathrow another terminal friday night could get home family still news refund month shame fly ba use pleasurable experience ba cancel move one leg every journey book year regrettably use airline much good reliability customer service,-0.507,Negative
502,turn hour advance terminal london heathrow already carnage people try check desk man long queue security due line open people stress push shouting flight delay hour accord pilot delay due suitcases needing load missed connect flight doha hour wait til next one receive voucher approx whole day arrive day later suitcase arrive file claim desk day update information offer compensation solution offer spoilt holiday many personal belonging go xmas gift miss extensive expense know reimburse beware ba expect low level zero customer service old plane zero help anything go wrong miss personally avoid ba future cost,-0.6369,Negative
503,board gate lgw call group board world traveller plus group call anyone group whereupon everyone else surge forward number boarding group use cabin crew treat passenger inconvenience move plane one point passenger come toilet crew member approach crew member push door close push back toilet go past without even word acknowledgement stand aside let past service final row six wt total seat lunch meal bring last people serve unusual back row seat come u vegetarian option left menu option cabin steward say give wt meal second hot meal serve land server get u last vegetarian option leave ask might possible commence serve second meal back front choice least one meal say thought food inedible vegetarian cannelloni pasta thick uncooked neither u could eat bread roll crispy like toast bottom half soft top half thing could eat baby bel meal snack consist biscuit pack shortbread pretty basic drink run red wine hour hour flight toilet toilet accessible directly wt section walk halfway plane economy reach shared toilet fly virgin atlantic month equivalent premium economy much good organise board sparkle wine orange board water orange ba food option available even last row seat well food proper glass cup drink dedicated toilet access help snack helpful service cabin crew look fly ba virgin future,0.9738,Positive
504,miss baggage customer service bad ever experience arrive back phoenix sunday evening air tag show bag arrive monday take three day finally deliver understood due delay cause freeze fog london luggage make onto final flight fill required form phoenix airport attempt fill one online receive message say bag already report miss enter tracking code send via email email receive make phone call daily tell message send hear back within hour finally email track number receive tuesday night go online track number wednesday request provide information give form airport luggage finally deliver thursday afternoon,-0.7351,Negative
505,british airway flag carrier use check staff club europe area display premium service provide good overall service gallery south lounge busy food good good array salad pasta bread hot food available festive turkey ham pie particularly good flight delay lhr busy tuesday even boarding process stressful due lack queue management system majority passenger congregate around gate despite ba use group system board take almost hr board passengers flight good good club meal service bar service good seem ba away champagne board also lounge menu hand prior departure good food offering length flight food good beef cheek serve vegetable choose ba always excel catering change seat standard economy seat table middle seat club europe standard practice ba seat comfortable limited leg room cabin clean presentable tidy issue featured wi fi contain good landing page flight information access speedbird cafe menu access ba com good pricing strategy wither message stream also overall airline still good world player clear improvement need ground staff cabin manager good crew club display expected behaviour business class keep touch face make eye contact passenger seem uninterested like want,0.9942,Positive
506,stupidly try ba five year gap pay wife go barbados think new business class layout might rival virgin atlantic route six month ago ba announce switch plane old antique push pull layout late reorganise holiday logistics sure enough suffer appallingly uncomfortable flight room eight seat across wear fitting inedible food surly fa,-0.8176,Negative
507,seat horribly narrow thankfully flight quarter full able stretch food beverage service good great proper beer cup froth overflow cabin crew good book ba ticket include travel qatar airway well,0.886,Positive
508,glasgow london delay hour wife accept ba flight late delayed rarely time long accept win disappointed plan ahead high risk delay connect another airline oneworld extremely risky,-0.7634,Negative
509,try check online offer upgrade premium economy decide take website allow choose seat check phone ba happy call pick quickly tell change booking check airport turn three hour flight tell two adjacent aisle seat economy switch middle seat row four premium check agent helpful fix suggest try ba desk airside desk understaffed reach front line tell try boarding gate gate finally manage get one aisle seat one window sit together go flight surprisingly good decent food good service fly back economy bad either flight attendant friendly enthusiastic emma daniel look u could good obviously learn lesson late ba upgrade everything else good,0.9726,Positive
510,fly prague lhr excellent service attentive staff first drink service meal service choice three meal later second drink service reality excellent flight couple day later fly back lhr prague boarding lhr total chaos onboard service cannot really call service curtain business economy class later cause people endlessly pass get toilet meal service could get unprofessional row take two guy nearly min serve constantly interrupt people pass toilet time yet know meal choice one bother talk serve afternoon tea consisting three canape like bite drink would bother serve also scone hardly min plate take away ask scone come surprise serve co ordination crew crew busy chat galley reality service could get bad one must ask pay premium price,-0.7501,Negative
511,disappoint especially business service ancient one world lounge catastrophe heathrow business class seat similar economy electronics poor onboard,-0.8807,Negative
512,outbound return flight offer decent meal receive tiny bag chip small bottle water outrage u return flight even order food drink card reader function first last time fly ba,-0.5106,Negative
513,fly warsaw one day meeting would fly back miami next day initially flight delay denver hour knew would miss connection warsaw denver heathrow flight terrible plane dirty economy usually fly business premium economy flight availability plane full service good food inedible seat cramp although middle seat open make tolerable arrive heathrow complete circus passenger everywhere try rebook missed connection flight multiple flight miss connection wait line hour finally rebooked another ba flight warsaw plane small x plane see pack like sardine bag never show cancel meeting bag fly back miami ba show desire help give standard answer hopefully bag show miami point retrieve mean bag sit heathrow somewhere different fight option get warsaw yet ba unwilling anything expedite get bag warsaw leave miami next day,-0.3736,Negative
514,book ba holiday marrakech post negative review regard double tier point credit confirm point credit take ba eventually make good promise thank base thing resolve travel ba since book travel south africa first class nd january look forward new ba concorde lounge keep ba loyalty indeed way street,0.9432,Positive
515,extremely sub par service highlight online meal selection staff pretty much drop whatever meal rude passenger want change last meal delay last minute flight plate literally grab away hand unfinished plate staff drop apology offer napkin scrounge piece paper clean jacket none passenger tell straighten seat meal seat tilted could barely keep plate tray without thing slip staff walk water biscuits get exhausted get look walk away nothing far offer,0.25,Positive
516,virtually give british airway three year ago write avios opt airline return flight heathrow lisbon week good aircraft pretty much full service excellent food surprisingly good particular shout flight attendant call jo team back enthusiastic attentive go start spend avios,0.9524,Positive
517,pleasantly surprise airline could maintain steady schedule little delay consider time year weather flight montreal return flight scotland originally book fly toronto airline help cancel rebooked cheap flight inflight service pretty decent andthey offer blanket pillow well walk cabin offering drink hand small snack prior lead meal service food typical air plane food thoroughly enjoy flight issue flight,0.9421,Positive
518,british airway late website atrocious let check hour flight try hour check website find real person speak customer service thick accent think speak english,0.0,Neutral
519,flew amman london nov sure type aircraft ticket economy plus flight h receive exactly ml water potato chip seat recline entertainment system food drink purchase even get warm cup coffee teas third time fly ba recently unhappy time write review honestly never fly help,0.6419,Positive
520,bad experience ever airline fly british airline august st one check bag lose heathrow airport aware time system error baggage belt many traveler affected file report miss bag day arrive lax airport august st wait patiently three week time frame either find bag eligible compensation receive update lose bag file claim compensation september th since wait response customer relation good sign resolve issue email try update claim still response today contact baggage team helpful ease prolonged wait way contact customer relation via website even get back every time talk customer service agent tell wait wait almost three month issue resolve yet whole experience hassle unprofessional renowned airline like ba,-0.296,Negative
521,fly lhr cpt november ba app website work properly would load ticket lhr smooth calm checking process quick board card would scan security give one someone else different destination run back checkin get correct one bag also tag incorrectly disappear someone run find bag depth retag amazingly show cape town tell main lounge open b c pier lounge turn false information b pier lounge open main lounge overcrowd wear arrive late gate train work biz class lane quick giant queue get plane one airbridge two seat comfy cabin clean sink tap waste work offer hand sanitiser instead disgust imagine go bathroom able wash hand sink unbelievable ba dispatch plane condition food average wine serve way late choice wine cold food eat food first match wine come quarter hour later overall experience fly air france fortalaza cdg lhr two week earlier way well embarrass ba,0.7096,Positive
522,bad experience ever outbound flight cancel notify rebooked uncomfortable trip inbound flight delay hour also notify top board hand luggage bag extra wait milan food horrible,-0.836,Negative
523,check shamble bwi counter open full flight bag drop queue even long regular check queue boarding zone carry reasonably well board fa fine engage outbound flight iad aircraft cramp seat economy horrible seat aisle seat row f entertainment box take third legroom overall cramped seat poor legroom awful ife screen meal mediocre bar service meal time lade serve hot sandwich ooze cheese wrapper pleasant handle tasted good plane land remote stand mean buss since rain nice experience overall rate mediocre journey,0.5574,Positive
524,beyond disgust fact baggage yet deliver week email call ba two piece report th september ba response generic non specific attempt speak customer service worker obstruct airline tout value claim yo one best world disgraceful fully describe customer service,0.296,Positive
525,july th submit complaint form regard fact ba misplace luggage wed trip italy lose day incurred additional expense retrieve provide copy receipt request expense reimburse agree send request information tell week receive month later british airway process reimbursement stop answer follow ups matter,-0.5423,Negative
526,book flight oct cancel flight day learn get entry visa time flight receive confirmation email say flight cancel cancellation email booking reference number different one request cancellation ba cancel another person flight send confirmation email assume flight cancel week still receive refund reach turn flight still get even ridiculous try reach ba tried multiple different way phone call email none able investigate actually happen authority help cancel flight without pay penalty base experience one read email carefully matter much context put give experience zero faith british airway,0.0454,Neutral
527,london gibraltar th october book flight several month ahead travel rather disappoint experience ba attempt nickle dime customer outrageous seat selection price offering small bottle water nutribar breakfast one gain impression ba aim position late inflight entertainment route map staff disappear flight flight punctual felt cheat whelm experience,-0.3612,Negative
528,generally loyal gold status flyer ba fly route recent flight nairobi abysmal get depart continuous delay finally leave hour late ideal get hr flight staff inform u virtually take meal drink service would start complete asap need get rest hour delay get away quickly enough basically last saw come around hour land sincerely hope enjoy rest pay full fare business class service actually expect service extremely miserable clearly want board still wait pay compensation award u official ombudsman july cancellation flight miami march cancel pm flight,0.9127,Positive
529,great flight suite aircraft really provide maximum comfort british return full service meal course menu hot towel provide etc food quite good choice provide meal service ok prefer person serve rather hodge pudge preference entertainment good connectivity real complaint except minor one tray table seem far eat close position actually felt like true business class qatar standard another story,0.9641,Positive
530,happy say flight quite good except second rate euro business seat everything well friendly informative cabin crew serve good hot breakfast communicative folks nervous heathrow transit well unfortunately bus gate use upon arrival,0.9134,Positive
531,year ago fly ba enjoyable time change day five hour board plane fun terminal experience still feel classy way felt well staff efficient board though become experience endure ba mean decision split seat nicer first half plane nastier rest underline entertainment magazine refreshment purchase bring seat order app attempt provide fresh hot food day despite competition able much ask trap board five hour get free tiny bottle water small cereal bar outbound flight crew collect rubbish land helpfully tie bag around toilet door back case anyone want fight way past clear thing recline button delete seat seat pitch feel squeeze return flight one reason another due ba delay previous day two hour late get plane late evening passenger travel enough crew cabin crew nonetheless distinctly professional flight altogether would say good thing hard think anything could recommend ba pity use professional company deal pleasure worth look forward make european journey,0.9806,Positive
532,positive experience ba seat new style club seat comfortable sleep food fine outstanding wi fi good video screen large bright baggage come quickly heathrow experience return flight atlanta would fly ba would probably want make sure new seat,0.9643,Positive
533,baby across aisle cry nonstop crew yak galley long flight possibility sleep even rest mention crew member colleague talk loudly make difference second meal something inedible way get simple bag crisp nut instead assortment dried something baggage take hour deliver priority club even first passenger kept wait many economy bag deliver great aircraft ba seating still tired old yin yang configuration people stick middle seat probably anyone expect business class day,-0.2263,Negative
534,even flight lhr iad check poor kiosk work well staff call boarding poorly manage ground staff overwhelmed full flight struggle manage passenger gate small insufficient seat big aircraft flight full leave minute late pilot keep u inform issue airborne service start quite quickly cabin crew pleasant helpful job professionally efficiently answer call bell promptly nothing much trouble start bar service generous drink come meal service food good ife old clunky sufficient movie tv programme hour flight seat comfortable legroom tight uneventful journey would give thumb ground service need attention,0.9456,Positive
